#Transition #Interation #MFPT(s)
148.0 739.0 9.265044978539775e-07
149.0 739.0 9.255843044811811e-07
150.0 745.0 9.252628022824353e-07
151.0 745.0 9.249417129703789e-07
152.0 745.0 9.246210357501523e-07
153.0 746.0 9.245409309022129e-07
154.0 746.0 9.244608517480323e-07
155.0 746.0 9.243807982752504e-07
156.0 746.0 9.24300770471515e-07
157.0 753.0 9.097414888019789e-07
158.0 759.0 9.08108474662468e-07
159.0 809.0 9.07820107419278e-07
160.0 814.0 9.074127389898586e-07
161.0 825.0 9.01317539514072e-07
162.0 827.0 8.974482705309034e-07
163.0 832.0 8.966956730978181e-07
164.0 832.0 8.95944368619543e-07
165.0 832.0 8.951943537630395e-07
166.0 851.0 8.926795256845548e-07
167.0 873.0 8.927035802962004e-07
168.0 873.0 8.927276252224971e-07
169.0 873.0 8.927516604692933e-07
170.0 873.0 8.927756860424326e-07
171.0 876.0 8.926927229076972e-07
172.0 876.0 8.926102215308642e-07
173.0 876.0 8.925281780675396e-07
174.0 877.0 8.925077389989421e-07
175.0 877.0 8.924873282521649e-07
176.0 877.0 8.924669457683817e-07
177.0 877.0 8.924465914889289e-07
178.0 883.0 8.960597807345121e-07
179.0 890.0 8.973599451352235e-07
180.0 916.0 8.877250661783682e-07
181.0 916.0 8.877606533193132e-07
182.0 916.0 8.877962135664521e-07
183.0 916.0 8.878317469502614e-07
184.0 916.0 8.878672535011662e-07
185.0 925.0 8.840657341593496e-07
186.0 926.0 8.821793252753717e-07
187.0 926.0 8.803023858545936e-07
188.0 926.0 8.765766316162844e-07
189.0 926.0 8.756510011978123e-07
190.0 926.0 8.747276766729706e-07
191.0 926.0 8.738066494359528e-07
192.0 926.0 8.728879109237231e-07
193.0 930.0 8.692146371088529e-07
194.0 930.0 8.655727117060991e-07
195.0 930.0 8.619617351503105e-07
196.0 936.0 8.624978435363619e-07
197.0 961.0 8.653193036508888e-07
198.0 969.0 8.66368992654102e-07
199.0 969.0 8.674119136916793e-07
200.0 969.0 8.684481320088974e-07
201.0 969.0 8.694777120150728e-07
202.0 970.0 8.699363910398046e-07
203.0 971.0 8.549803732059031e-07
204.0 975.0 8.614730535468208e-07
205.0 977.0 8.547015624565901e-07
206.0 981.0 8.580867462618616e-07
207.0 994.0 8.580173783163211e-07
208.0 994.0 8.57948037939051e-07
209.0 994.0 8.578787251228922e-07
210.0 994.0 8.578094398468302e-07
