#Transition #Interation #MFPT(s)
84.0 227.0 5.120122343078957e-07
85.0 227.0 5.120341751018224e-07
86.0 253.0 5.192868451436458e-07
87.0 254.0 5.201756676483603e-07
88.0 254.0 5.210609446297206e-07
89.0 254.0 5.21942697260199e-07
90.0 255.0 5.221625877014806e-07
91.0 255.0 5.223822595104724e-07
92.0 255.0 5.226017130130846e-07
93.0 255.0 5.30461806539268e-07
94.0 255.0 5.380388544156143e-07
95.0 256.0 5.388535010326443e-07
96.0 256.0 5.461344275185593e-07
97.0 256.0 5.479146686875366e-07
98.0 256.0 5.496793335535049e-07
99.0 256.0 5.514286256544148e-07
100.0 256.0 5.531627449973801e-07
101.0 264.0 5.503254591549803e-07
102.0 264.0 5.475193848084363e-07
103.0 264.0 5.447440097629574e-07
104.0 264.0 5.419988329699138e-07
105.0 268.0 5.438415730119923e-07
106.0 268.0 5.557379353295466e-07
107.0 268.0 5.67081687732048e-07
108.0 268.0 5.779104609093992e-07
109.0 269.0 5.805412807369321e-07
110.0 269.0 5.831425774048326e-07
111.0 269.0 5.857148451052006e-07
112.0 269.0 5.882585670615415e-07
113.0 276.0 5.938838505589229e-07
114.0 276.0 5.948357092288501e-07
115.0 277.0 6.180836714103065e-07
116.0 277.0 6.187405697386376e-07
117.0 277.0 6.193956075724949e-07
118.0 278.0 6.195590776092387e-07
119.0 278.0 6.197224319812392e-07
120.0 278.0 6.198856708112122e-07
121.0 278.0 6.200487942217006e-07
122.0 283.0 6.242523545562985e-07
123.0 293.0 6.097381076027052e-07
124.0 308.0 6.109540097744685e-07
125.0 320.0 6.313659871353337e-07
126.0 327.0 6.308348970836794e-07
127.0 327.0 6.3030473994092e-07
128.0 327.0 6.320577660163561e-07
129.0 332.0 6.46702949768015e-07
130.0 351.0 6.535246283263141e-07
131.0 355.0 6.897986827959802e-07
132.0 368.0 7.476864995782003e-07
133.0 369.0 7.515552141243922e-07
134.0 369.0 7.553729246004999e-07
135.0 370.0 7.591406395985485e-07
136.0 370.0 7.600748704462347e-07
137.0 370.0 7.610060522812004e-07
138.0 370.0 7.619342000055432e-07
139.0 370.0 7.628593284244068e-07
140.0 386.0 7.58991556429797e-07
141.0 388.0 7.529271639665686e-07
142.0 388.0 7.469931757235919e-07
143.0 388.0 7.411854302771017e-07
144.0 388.0 7.354999413843765e-07
145.0 390.0 7.381145107150938e-07
146.0 393.0 7.389016244872846e-07
147.0 393.0 7.396875375676442e-07
148.0 407.0 7.800087957366861e-07
149.0 414.0 8.036018447749063e-07
150.0 417.0 8.141625250858074e-07
151.0 417.0 8.244998571220617e-07
152.0 417.0 8.346208521460898e-07
153.0 417.0 8.445322309994641e-07
154.0 437.0 8.585293436306361e-07
155.0 443.0 8.623538339045159e-07
156.0 443.0 8.661520919340929e-07
157.0 443.0 8.699243866880562e-07
158.0 443.0 8.736709834705086e-07
159.0 451.0 8.757247594988004e-07
160.0 461.0 9.137800932122362e-07
161.0 462.0 9.463820956599857e-07
162.0 468.0 9.483447276285609e-07
163.0 468.0 9.503006937404807e-07
164.0 468.0 9.54873768641524e-07
165.0 468.0 9.59405521624822e-07
166.0 468.0 9.638965102434007e-07
167.0 469.0 9.650129534756985e-07
168.0 469.0 9.6612689166289e-07
169.0 469.0 9.672383332266557e-07
170.0 469.0 9.683472865509675e-07
171.0 474.0 9.767086289700408e-07
172.0 474.0 9.849507473872646e-07
173.0 475.0 9.853062208316174e-07
174.0 475.0 9.856614976592965e-07
175.0 475.0 9.860165780333836e-07
176.0 475.0 9.863714621167798e-07
177.0 475.0 9.944779293208727e-07
178.0 475.0 9.96486664375364e-07
179.0 475.0 9.984883223315823e-07
180.0 475.0 1.0004829405244012e-06
181.0 475.0 1.002470556026544e-06
182.0 476.0 1.0176727078824067e-06
183.0 499.0 1.0269902648981555e-06
184.0 510.0 1.0271581552601107e-06
185.0 511.0 1.0626826014294587e-06
186.0 511.0 1.0628418253549045e-06
187.0 511.0 1.0630010091972193e-06
188.0 511.0 1.0630407988965825e-06
189.0 511.0 1.0630805860919322e-06
190.0 511.0 1.0631203707835049e-06
191.0 511.0 1.0631601529715368e-06
192.0 516.0 1.0823752977801553e-06
193.0 523.0 1.0880209927632948e-06
194.0 523.0 1.0936032231087782e-06
195.0 523.0 1.0991230529678336e-06
196.0 530.0 1.1090946765226545e-06
197.0 541.0 1.0733259514513413e-06
198.0 551.0 1.0753108801381517e-06
199.0 551.0 1.0772906969286935e-06
200.0 551.0 1.0792654215441304e-06
201.0 551.0 1.0812350736055803e-06
202.0 581.0 1.0827049519661356e-06
203.0 585.0 1.0813889599289523e-06
204.0 585.0 1.0800769777153022e-06
205.0 585.0 1.0787689872916752e-06
206.0 585.0 1.0774649703734677e-06
207.0 588.0 1.0735472916179422e-06
208.0 588.0 1.0696663111760433e-06
209.0 588.0 1.0658215158020884e-06
210.0 589.0 1.0648659128061314e-06
211.0 589.0 1.063912532067367e-06
212.0 589.0 1.0629613658430015e-06
213.0 589.0 1.0620124064261686e-06
214.0 603.0 1.062440669889217e-06
215.0 603.0 1.062868652375149e-06
216.0 603.0 1.0632963541603911e-06
217.0 603.0 1.0637237755210079e-06
218.0 610.0 1.0639994476250477e-06
219.0 613.0 1.0650233156035272e-06
220.0 613.0 1.0660457267406567e-06
221.0 613.0 1.0670666841462531e-06
222.0 614.0 1.0673216968913646e-06
223.0 614.0 1.06757661901993e-06
224.0 614.0 1.0678314505802406e-06
225.0 614.0 1.0680861916205528e-06
226.0 627.0 1.0957745941424274e-06
227.0 630.0 1.1238860606137222e-06
228.0 635.0 1.135747730835471e-06
229.0 642.0 1.1547399183162055e-06
230.0 646.0 1.1435572090245248e-06
231.0 646.0 1.1733379814427031e-06
232.0 646.0 1.175517302727595e-06
233.0 653.0 1.1491156304978367e-06
234.0 662.0 1.1495760346954419e-06
235.0 662.0 1.1500361890552205e-06
236.0 663.0 1.1504960940522724e-06
237.0 663.0 1.1506110313199226e-06
238.0 663.0 1.150725953001271e-06
239.0 663.0 1.150840859099488e-06
240.0 663.0 1.1509557496177428e-06
241.0 675.0 1.1515424810166175e-06
242.0 685.0 1.1521516736381293e-06
243.0 685.0 1.1527604190623256e-06
244.0 685.0 1.1533687177814455e-06
245.0 685.0 1.1539765702870048e-06
246.0 691.0 1.163599512055875e-06
247.0 717.0 1.1710804800010571e-06
248.0 724.0 1.222753624906982e-06
249.0 727.0 1.2288979640720004e-06
250.0 741.0 1.2282541880067254e-06
251.0 747.0 1.2305119522498053e-06
252.0 747.0 1.232764386182126e-06
253.0 747.0 1.2350115086577684e-06
254.0 747.0 1.2372533384419987e-06
255.0 747.0 1.245882833985961e-06
256.0 749.0 1.235180171348314e-06
257.0 760.0 1.2334518508606579e-06
258.0 769.0 1.2369518991271166e-06
259.0 769.0 1.2404399673436462e-06
260.0 784.0 1.2605050793675788e-06
261.0 788.0 1.2617766818374445e-06
262.0 796.0 1.2902451621110993e-06
263.0 804.0 1.3117107720849652e-06
264.0 807.0 1.3017599820199485e-06
265.0 819.0 1.2916441393530249e-06
266.0 848.0 1.2910687013897703e-06
267.0 856.0 1.2915516673733996e-06
268.0 859.0 1.2947215534684704e-06
269.0 859.0 1.2978829279150686e-06
270.0 865.0 1.2985863386193773e-06
271.0 865.0 1.2992893456793354e-06
272.0 865.0 1.2999919494422837e-06
273.0 865.0 1.3006941502551643e-06
274.0 869.0 1.3187392909961414e-06
275.0 879.0 1.3313516434172572e-06
276.0 880.0 1.334485051625175e-06
277.0 880.0 1.337610532408069e-06
278.0 880.0 1.3407281158121377e-06
279.0 880.0 1.3438378317319325e-06
280.0 880.0 1.3469423731857266e-06
281.0 889.0 1.3553333311257055e-06
282.0 891.0 1.3660759821298352e-06
283.0 892.0 1.3966041209957798e-06
284.0 901.0 1.397922894791296e-06
285.0 901.0 1.3992402317166892e-06
286.0 901.0 1.4005561341189936e-06
287.0 901.0 1.401870604340135e-06
288.0 907.0 1.4065978256915165e-06
289.0 911.0 1.417160141163476e-06
290.0 938.0 1.4198088762504083e-06
291.0 939.0 1.4401371262043945e-06
292.0 939.0 1.4407882085265502e-06
293.0 939.0 1.441438971351018e-06
294.0 939.0 1.4420894149129152e-06
295.0 939.0 1.4427395394471279e-06
296.0 943.0 1.4454217094282692e-06
297.0 973.0 1.4934193674224774e-06
298.0 988.0 1.5542091050853974e-06
299.0 996.0 1.5735461621391004e-06
300.0 1000.0 1.5777127124591949e-06
301.0 1000.0 1.5818667399494022e-06
302.0 1000.0 1.586008301003731e-06
