#Transition #Interation #MFPT(s)
80.0 301.0 4.6712802995901676e-07
81.0 301.0 4.683282280218179e-07
82.0 302.0 4.819569293939053e-07
83.0 304.0 4.873128371331314e-07
84.0 304.0 4.926021272767377e-07
85.0 304.0 4.978260350425007e-07
86.0 304.0 5.029857652980438e-07
87.0 311.0 5.031780792127656e-07
88.0 317.0 5.014205242952922e-07
89.0 327.0 5.28635662025472e-07
90.0 332.0 5.289393414798075e-07
91.0 332.0 5.292385139168388e-07
92.0 332.0 5.295332790208767e-07
93.0 339.0 5.320854989603012e-07
94.0 339.0 5.356072539500119e-07
95.0 349.0 5.356556308643724e-07
96.0 349.0 5.357040028966313e-07
97.0 349.0 5.357523700501604e-07
98.0 349.0 5.358007323235122e-07
99.0 363.0 5.433227837698064e-07
100.0 370.0 5.507257191171928e-07
101.0 373.0 5.933813545824269e-07
102.0 379.0 5.910715054529751e-07
103.0 379.0 5.887809411846524e-07
104.0 379.0 5.865094212683693e-07
105.0 379.0 5.842567091777908e-07
106.0 386.0 5.837746059380397e-07
107.0 386.0 5.832934457161484e-07
108.0 386.0 5.828132257479594e-07
109.0 387.0 5.826933175923257e-07
110.0 387.0 5.825734679873644e-07
111.0 387.0 5.82453676890201e-07
112.0 387.0 5.823339442580025e-07
113.0 410.0 5.735056485249368e-07
114.0 411.0 5.825959228804302e-07
115.0 411.0 5.915389039489172e-07
116.0 411.0 6.003381429358936e-07
117.0 411.0 6.089970778016401e-07
118.0 426.0 6.620252449125062e-07
119.0 428.0 6.614111525061561e-07
120.0 428.0 6.60798462998511e-07
121.0 428.0 6.601871715867518e-07
122.0 428.0 6.595772734919479e-07
123.0 435.0 6.590727652133573e-07
124.0 435.0 6.585683314580789e-07
125.0 435.0 6.582823668789614e-07
126.0 435.0 6.579969461564204e-07
127.0 435.0 6.577120677404442e-07
128.0 443.0 6.574576406261878e-07
129.0 450.0 6.571632977237776e-07
130.0 450.0 6.568695883535149e-07
131.0 450.0 6.565765104672812e-07
132.0 450.0 6.562840620406196e-07
133.0 452.0 6.549627152155633e-07
134.0 452.0 6.536510668947382e-07
135.0 452.0 6.523490106901871e-07
136.0 455.0 6.389492163332971e-07
137.0 467.0 6.387459751143442e-07
138.0 477.0 6.44788269982095e-07
139.0 478.0 6.46273617337038e-07
140.0 478.0 6.477490743790793e-07
141.0 478.0 6.492147395636784e-07
142.0 478.0 6.50670710043819e-07
143.0 508.0 6.434492126104821e-07
144.0 516.0 6.444109367874134e-07
145.0 521.0 6.440256500138682e-07
146.0 540.0 6.440026049993901e-07
147.0 548.0 6.447006605416314e-07
148.0 549.0 6.48651026248357e-07
149.0 549.0 6.525606679033252e-07
150.0 551.0 6.526808961798301e-07
151.0 551.0 6.528009947258668e-07
152.0 551.0 6.529209637539532e-07
153.0 551.0 6.530408034718313e-07
154.0 555.0 6.547149840379241e-07
155.0 555.0 6.536735996900372e-07
156.0 558.0 6.545739005918357e-07
157.0 558.0 6.554721025938685e-07
158.0 558.0 6.563682130274361e-07
159.0 562.0 6.669171370019931e-07
160.0 563.0 6.670981523749216e-07
161.0 563.0 6.672790757906912e-07
162.0 563.0 6.674599073193569e-07
163.0 563.0 6.676406470309019e-07
164.0 566.0 6.685712468456473e-07
165.0 566.0 6.694994677210695e-07
166.0 566.0 6.704253187676279e-07
167.0 566.0 6.713488090493215e-07
168.0 578.0 6.717304824237188e-07
169.0 578.0 6.721118446958086e-07
170.0 578.0 6.724928962458058e-07
171.0 578.0 6.728736374533055e-07
172.0 583.0 6.702406865556075e-07
173.0 594.0 6.76155562415624e-07
174.0 594.0 6.819945679356198e-07
175.0 610.0 6.849379559921025e-07
176.0 610.0 6.878658108108285e-07
177.0 610.0 6.907782550292913e-07
178.0 610.0 6.93675409997382e-07
179.0 618.0 6.823960422403614e-07
180.0 622.0 6.797102557020276e-07
181.0 646.0 6.750192360980612e-07
182.0 647.0 6.660231669101621e-07
183.0 654.0 6.64363349567966e-07
184.0 654.0 6.627146399298614e-07
185.0 657.0 6.619776725378641e-07
186.0 658.0 6.612438188256779e-07
187.0 658.0 6.605130570045254e-07
188.0 658.0 6.603308473685435e-07
189.0 658.0 6.601488294531836e-07
190.0 659.0 6.599670034828867e-07
191.0 659.0 6.59921576863937e-07
192.0 659.0 6.598761621850147e-07
193.0 660.0 6.598648104132817e-07
194.0 660.0 6.598534593874305e-07
195.0 660.0 6.598421091073877e-07
196.0 660.0 6.598307595730796e-07
197.0 667.0 6.508270431285666e-07
198.0 668.0 6.49070338148247e-07
199.0 668.0 6.473306626414751e-07
200.0 669.0 6.456077750107411e-07
201.0 669.0 6.451796470197861e-07
202.0 669.0 6.447525491063547e-07
203.0 669.0 6.443264775573583e-07
204.0 670.0 6.442201199070227e-07
205.0 670.0 6.441138261156782e-07
206.0 670.0 6.440075961258287e-07
207.0 670.0 6.439014298800474e-07
208.0 674.0 6.378536950119355e-07
209.0 683.0 6.357813834283614e-07
210.0 685.0 6.355025462888603e-07
211.0 685.0 6.352241948035834e-07
212.0 685.0 6.349463277048295e-07
213.0 685.0 6.346689437293055e-07
214.0 695.0 6.314903154577923e-07
215.0 695.0 6.283738282497661e-07
216.0 695.0 6.253176802247519e-07
217.0 695.0 6.223201232115674e-07
218.0 703.0 6.189708243234101e-07
219.0 711.0 6.184576343956341e-07
220.0 711.0 6.179460519824322e-07
221.0 711.0 6.174360695474406e-07
222.0 711.0 6.16927679603803e-07
223.0 716.0 6.157630149447576e-07
224.0 716.0 6.138257186269098e-07
225.0 722.0 6.113139379173401e-07
226.0 722.0 5.984659745006172e-07
227.0 729.0 5.942457565256038e-07
228.0 759.0 5.917265631971378e-07
229.0 761.0 5.858263035476204e-07
230.0 778.0 5.839794658368218e-07
231.0 778.0 5.821527068039083e-07
232.0 778.0 5.803457007784438e-07
233.0 778.0 5.785581290951604e-07
234.0 791.0 5.718450749478446e-07
235.0 801.0 5.689978829077991e-07
236.0 809.0 5.681774346389398e-07
237.0 820.0 5.677818825502687e-07
238.0 826.0 5.669204303271603e-07
239.0 839.0 5.64538357937664e-07
240.0 840.0 5.646070241079648e-07
241.0 840.0 5.646755609459922e-07
242.0 840.0 5.647439688169559e-07
243.0 840.0 5.64812248084515e-07
244.0 848.0 5.684012801822108e-07
245.0 877.0 5.687582887683418e-07
246.0 877.0 5.691147862050886e-07
247.0 877.0 5.694707735894281e-07
248.0 877.0 5.698262520152004e-07
249.0 880.0 5.68325254337451e-07
250.0 899.0 5.682588718918117e-07
251.0 899.0 5.686157127644188e-07
252.0 903.0 5.675810844589862e-07
253.0 903.0 5.665503115672149e-07
254.0 904.0 5.655233744425456e-07
255.0 904.0 5.652672367022675e-07
256.0 904.0 5.650113369133232e-07
257.0 904.0 5.647556747442821e-07
258.0 904.0 5.645002498643293e-07
259.0 911.0 5.70802268736304e-07
260.0 924.0 5.711460752925882e-07
261.0 930.0 5.726891533924973e-07
262.0 930.0 5.742248809433786e-07
263.0 930.0 5.75753310342633e-07
264.0 930.0 5.772744934908313e-07
265.0 941.0 5.778896545361331e-07
266.0 970.0 5.708376466173507e-07
267.0 971.0 5.678314944730538e-07
268.0 1000.0 5.687868501946875e-07
269.0 1000.0 5.697364581651279e-07
270.0 1000.0 5.706803700995026e-07
271.0 1000.0 5.716186370943881e-07
