#Transition #Interation #MFPT(s)
285.0 913.0 1.4807321175544729e-06
286.0 918.0 1.5179898114973164e-06
287.0 920.0 1.6043940988087433e-06
288.0 922.0 1.5996958899741765e-06
289.0 933.0 1.6274368712548412e-06
290.0 935.0 1.6574927164831381e-06
291.0 966.0 1.6800618120701784e-06
292.0 967.0 1.6822574298508734e-06
293.0 967.0 1.6844492841011954e-06
294.0 967.0 1.6866373846687951e-06
295.0 970.0 1.6882227737331613e-06
296.0 970.0 1.6898062302214047e-06
297.0 970.0 1.6913877576644626e-06
298.0 970.0 1.6929673595819038e-06
299.0 971.0 1.7060059141448857e-06
300.0 971.0 1.7189024205168814e-06
301.0 971.0 1.7316591873806294e-06
302.0 979.0 1.7350475437191542e-06
303.0 980.0 1.735893229983647e-06
304.0 980.0 1.7367383533565174e-06
305.0 980.0 1.7375829143995725e-06
306.0 980.0 1.7384269136738715e-06
307.0 985.0 1.7465075136776263e-06
308.0 985.0 1.754535354918262e-06
309.0 985.0 1.7625109524125849e-06
310.0 985.0 1.7704348144958684e-06
311.0 994.0 1.776572409334761e-06
