#Transition #Interation #MFPT(s)
75.0 380.0 7.608604942011314e-07
76.0 390.0 7.706101695836278e-07
77.0 406.0 7.842830793132646e-07
78.0 413.0 8.082750937368494e-07
79.0 413.0 8.311444549687413e-07
80.0 413.0 8.529681596702797e-07
81.0 414.0 8.582690641515199e-07
82.0 414.0 8.635100600769481e-07
83.0 414.0 8.686921573312438e-07
84.0 414.0 8.7381634322761e-07
85.0 429.0 8.864500725409265e-07
86.0 429.0 8.988003655400207e-07
87.0 429.0 9.108766547007578e-07
88.0 429.0 9.226879585653546e-07
89.0 446.0 9.679346268764416e-07
90.0 448.0 1.0418162474083515e-06
91.0 463.0 1.0692907774818957e-06
92.0 465.0 1.0915734722763476e-06
93.0 465.0 1.1021167090209227e-06
94.0 483.0 1.1167970908348823e-06
95.0 492.0 1.1470788500593918e-06
96.0 495.0 1.161282619560773e-06
97.0 506.0 1.2005706944969722e-06
98.0 508.0 1.218976998675071e-06
99.0 512.0 1.1690733770982182e-06
100.0 514.0 1.1893254245592733e-06
101.0 517.0 1.2067037294862089e-06
102.0 518.0 1.2291215691114998e-06
103.0 520.0 1.2416082520261362e-06
104.0 526.0 1.2711921905426883e-06
105.0 535.0 1.273451019085593e-06
106.0 535.0 1.2757019562246054e-06
107.0 535.0 1.2779450432415207e-06
108.0 536.0 1.2785045936610958e-06
109.0 536.0 1.2790636566489431e-06
110.0 536.0 1.2796222328416977e-06
111.0 536.0 1.2801803228748864e-06
112.0 538.0 1.285187661770548e-06
113.0 538.0 1.2901589550293614e-06
114.0 538.0 1.2950945904728932e-06
115.0 541.0 1.3026853036743316e-06
116.0 579.0 1.3150155546134437e-06
117.0 581.0 1.3693931843694326e-06
118.0 616.0 1.4019927583643157e-06
119.0 620.0 1.3880121439977845e-06
120.0 631.0 1.3922342473311268e-06
121.0 631.0 1.3964274681700933e-06
122.0 632.0 1.4005921052883252e-06
123.0 632.0 1.4016288320533585e-06
124.0 632.0 1.4026637948627106e-06
125.0 632.0 1.403696998214522e-06
126.0 633.0 1.4039550248757863e-06
127.0 633.0 1.4042129419210127e-06
128.0 633.0 1.4044707494200376e-06
129.0 634.0 1.4045351842395733e-06
130.0 634.0 1.404599612217917e-06
131.0 634.0 1.4046640333561578e-06
132.0 634.0 1.4047284476553852e-06
133.0 636.0 1.4165710547876633e-06
134.0 636.0 1.428185673366638e-06
135.0 636.0 1.4395788243231316e-06
136.0 636.0 1.4507567822542108e-06
137.0 644.0 1.4267004383010357e-06
138.0 644.0 1.4138829862022423e-06
139.0 648.0 1.4147367073241365e-06
140.0 648.0 1.4155892893332309e-06
141.0 648.0 1.4164407345121958e-06
142.0 648.0 1.4172910451156981e-06
143.0 655.0 1.4177627474210657e-06
144.0 670.0 1.4398426662759114e-06
145.0 684.0 1.4385547341790282e-06
146.0 684.0 1.437269675578061e-06
147.0 684.0 1.4359874808671714e-06
148.0 684.0 1.4347081404832891e-06
149.0 687.0 1.425967747305587e-06
150.0 687.0 1.4174210764519012e-06
151.0 687.0 1.4090617580129738e-06
152.0 687.0 1.4008836983225895e-06
153.0 689.0 1.3836739042638435e-06
154.0 704.0 1.3736006094500784e-06
155.0 704.0 1.3759593083440106e-06
156.0 704.0 1.378310169158752e-06
157.0 704.0 1.380653230899013e-06
158.0 704.0 1.382988532311133e-06
159.0 706.0 1.4466234159970314e-06
160.0 715.0 1.4463658942021e-06
161.0 715.0 1.446108576782159e-06
162.0 715.0 1.4458514634940102e-06
163.0 715.0 1.445594554094841e-06
164.0 728.0 1.4401903133870414e-06
165.0 728.0 1.4342190109937298e-06
166.0 728.0 1.4312818115618485e-06
167.0 738.0 1.448828414054384e-06
168.0 746.0 1.421972122745297e-06
169.0 749.0 1.417555089734064e-06
170.0 749.0 1.4131677675200758e-06
171.0 749.0 1.4088098573374141e-06
172.0 750.0 1.407724941630059e-06
173.0 750.0 1.4066418411634872e-06
174.0 750.0 1.4055605513857164e-06
175.0 750.0 1.4044810677599716e-06
176.0 757.0 1.4035467646175266e-06
177.0 757.0 1.4026138583867578e-06
178.0 757.0 1.401682345937143e-06
179.0 758.0 1.388534252596648e-06
180.0 758.0 1.3756442876314286e-06
181.0 758.0 1.36300492342219e-06
182.0 758.0 1.350608922228797e-06
183.0 764.0 1.36644156688992e-06
184.0 770.0 1.3729143190456877e-06
185.0 770.0 1.3793398296896657e-06
186.0 770.0 1.3857186141310429e-06
187.0 770.0 1.3920511802115206e-06
188.0 777.0 1.3866932931682774e-06
189.0 779.0 1.4127227699889162e-06
190.0 782.0 1.378738319235073e-06
191.0 788.0 1.363493595391906e-06
192.0 810.0 1.36267990216661e-06
193.0 810.0 1.3618675467071762e-06
194.0 810.0 1.3610565257172499e-06
195.0 810.0 1.3602468359112978e-06
196.0 824.0 1.3492210609606102e-06
197.0 825.0 1.3490233693072568e-06
198.0 825.0 1.348825741725479e-06
199.0 825.0 1.348628178184116e-06
200.0 833.0 1.3309670623540011e-06
201.0 861.0 1.3190391550289794e-06
202.0 869.0 1.3175885129384963e-06
203.0 869.0 1.316141618988072e-06
204.0 869.0 1.3146984586698944e-06
205.0 870.0 1.3143382506004779e-06
206.0 870.0 1.313978274755652e-06
207.0 870.0 1.3136185309109182e-06
208.0 870.0 1.3132590188420666e-06
209.0 873.0 1.3000504392052384e-06
210.0 875.0 1.296944438038659e-06
211.0 875.0 1.2938655007396497e-06
212.0 875.0 1.2908132751146747e-06
213.0 875.0 1.2877874150547956e-06
214.0 883.0 1.279251981633485e-06
215.0 885.0 1.2615795683775585e-06
216.0 888.0 1.258916252020385e-06
217.0 897.0 1.243062105081512e-06
218.0 907.0 1.2365605716201882e-06
219.0 912.0 1.235987269013711e-06
220.0 934.0 1.2198278460765787e-06
221.0 944.0 1.2033801422691858e-06
222.0 945.0 1.199629871325882e-06
223.0 945.0 1.1959386298907224e-06
224.0 945.0 1.1923050351540411e-06
225.0 945.0 1.188727747162597e-06
226.0 969.0 1.1833640594303748e-06
227.0 975.0 1.1823206449739494e-06
228.0 975.0 1.1812808237846765e-06
229.0 975.0 1.1802445773329466e-06
230.0 980.0 1.1655709369930944e-06
231.0 990.0 1.1448703008123508e-06
