#Transition #Interation #MFPT(s)
161.0 694.0 1.1580822827841933e-06
162.0 717.0 1.1816710840607858e-06
163.0 726.0 1.1865375547411967e-06
164.0 726.0 1.1913763604686838e-06
165.0 727.0 1.3072121142913677e-06
166.0 727.0 1.30826140406529e-06
167.0 727.0 1.3093093025685213e-06
168.0 727.0 1.3103558125662921e-06
169.0 727.0 1.3114009368165091e-06
170.0 727.0 1.3219293019198984e-06
171.0 739.0 1.327348025361688e-06
172.0 739.0 1.3327314765820078e-06
173.0 742.0 1.2786860673226318e-06
174.0 746.0 1.2742097653069838e-06
175.0 746.0 1.2697649779645404e-06
176.0 747.0 1.2653513771667144e-06
177.0 747.0 1.264252810890031e-06
178.0 747.0 1.2631561680263502e-06
179.0 747.0 1.26206144352871e-06
180.0 747.0 1.26096863236779e-06
181.0 754.0 1.2194902079060208e-06
182.0 782.0 1.2252267882769138e-06
183.0 796.0 1.2238942140870704e-06
184.0 797.0 1.2355625894560006e-06
185.0 797.0 1.247098926611976e-06
186.0 797.0 1.2585054424804034e-06
187.0 806.0 1.2699591905971632e-06
188.0 806.0 1.2812861607724514e-06
189.0 806.0 1.2924884462432144e-06
190.0 814.0 1.2835522084914273e-06
191.0 822.0 1.2975410495312063e-06
192.0 852.0 1.2812477772579053e-06
193.0 866.0 1.2740214003796898e-06
194.0 868.0 1.2735736450135728e-06
195.0 868.0 1.2731262622681299e-06
196.0 869.0 1.2726792520951707e-06
197.0 869.0 1.2725675576467967e-06
198.0 869.0 1.2724558864218742e-06
199.0 869.0 1.272344238413161e-06
200.0 870.0 1.2723163300637054e-06
201.0 870.0 1.272288423164696e-06
202.0 870.0 1.2722605177160197e-06
203.0 870.0 1.2722326137175634e-06
204.0 873.0 1.2706731048473392e-06
205.0 873.0 1.2691177462693917e-06
206.0 873.0 1.2675665214380928e-06
207.0 873.0 1.266019413895645e-06
208.0 886.0 1.2638435097741308e-06
209.0 886.0 1.2616770345561087e-06
210.0 886.0 1.2595199272663789e-06
211.0 887.0 1.2589821075650666e-06
212.0 887.0 1.2584448686181359e-06
213.0 887.0 1.2579082094854188e-06
214.0 887.0 1.2573721292287769e-06
215.0 896.0 1.2598419487151195e-06
216.0 896.0 1.2623069955546455e-06
217.0 899.0 1.3386625437153652e-06
218.0 906.0 1.376710326497464e-06
219.0 913.0 1.399527136986499e-06
220.0 914.0 1.3909257570526633e-06
221.0 918.0 1.3955854633629273e-06
222.0 922.0 1.397214441667461e-06
223.0 922.0 1.3988412822318402e-06
224.0 923.0 1.3996539025046993e-06
225.0 923.0 1.4004659899184441e-06
226.0 923.0 1.4008718339669082e-06
227.0 923.0 1.40127754499702e-06
228.0 923.0 1.4016831230741647e-06
229.0 923.0 1.4020885682636855e-06
230.0 926.0 1.381318287349749e-06
231.0 939.0 1.378271368586987e-06
232.0 939.0 1.375239663815791e-06
233.0 941.0 1.3603502494940993e-06
234.0 971.0 1.3704514395383828e-06
235.0 972.0 1.3729690643193514e-06
236.0 972.0 1.3754821220509786e-06
237.0 972.0 1.3779906251491563e-06
238.0 973.0 1.3786170409398777e-06
239.0 973.0 1.379243173032165e-06
240.0 973.0 1.3798690216187017e-06
241.0 973.0 1.3804945868919969e-06
242.0 980.0 1.4252653985277892e-06
243.0 984.0 1.434718105888637e-06
244.0 984.0 1.4441037147141972e-06
245.0 984.0 1.4534229369101686e-06
246.0 984.0 1.4626764743467873e-06
247.0 987.0 1.4723726007352102e-06
248.0 988.0 1.4747868136434907e-06
249.0 988.0 1.4771967239641267e-06
250.0 988.0 1.4796023431889255e-06
251.0 988.0 1.4820036827688056e-06
252.0 992.0 1.4853407411531178e-06
253.0 992.0 1.4886697980133786e-06
