#Transition #Interation #MFPT(s)
65.0 166.0 2.3596665972925767e-07
66.0 180.0 2.39594934430547e-07
67.0 184.0 2.5265269060787123e-07
68.0 193.0 2.5331937439390844e-07
69.0 197.0 2.7471042491734923e-07
70.0 204.0 2.80921865106705e-07
71.0 211.0 2.8107073488473145e-07
72.0 211.0 2.812193230633613e-07
73.0 212.0 2.8129351227609016e-07
74.0 212.0 2.813676313876293e-07
75.0 212.0 2.8140466468649474e-07
76.0 212.0 2.8144168049728957e-07
77.0 212.0 2.8147867883239847e-07
78.0 212.0 2.8151565970419415e-07
79.0 222.0 2.870479175844596e-07
80.0 222.0 2.9242676848217796e-07
81.0 222.0 2.9765850599630684e-07
82.0 222.0 3.027490841060589e-07
83.0 226.0 3.061319047158001e-07
84.0 239.0 3.0837777028275206e-07
85.0 250.0 3.090701788673692e-07
86.0 250.0 3.097603026283724e-07
87.0 250.0 3.104481528563927e-07
88.0 250.0 3.1113374076779214e-07
89.0 253.0 3.151880763076665e-07
90.0 257.0 3.237348884907917e-07
91.0 274.0 3.278543548625017e-07
92.0 283.0 3.2907770014671325e-07
93.0 290.0 3.3160729788104246e-07
94.0 290.0 3.340957831125831e-07
95.0 290.0 3.3654415003887875e-07
96.0 290.0 3.389533610577402e-07
97.0 295.0 3.476051096673685e-07
98.0 303.0 3.4491011583144953e-07
99.0 303.0 3.4229681495519003e-07
100.0 331.0 3.6013326687277203e-07
101.0 346.0 3.593792323928762e-07
102.0 366.0 3.5963175043120107e-07
103.0 366.0 3.5988257807046403e-07
104.0 366.0 3.6013173222777395e-07
105.0 366.0 3.6037922959525384e-07
106.0 379.0 3.606762033350825e-07
107.0 384.0 3.609206723754116e-07
108.0 385.0 3.610674421398741e-07
109.0 398.0 3.64030235417028e-07
110.0 399.0 3.837829467991593e-07
111.0 399.0 3.840095435603353e-07
112.0 404.0 3.8873842184695826e-07
113.0 404.0 3.9339429596736914e-07
114.0 404.0 3.9797884352391805e-07
115.0 404.0 4.024936911084262e-07
116.0 406.0 4.069192157880964e-07
117.0 406.0 4.112803597120793e-07
118.0 406.0 4.15578517613433e-07
119.0 406.0 4.1981504422705987e-07
120.0 411.0 4.2520803585793304e-07
121.0 415.0 4.267489456948009e-07
122.0 416.0 4.270712629859292e-07
123.0 416.0 4.2739006245307224e-07
124.0 416.0 4.2770540137482135e-07
125.0 416.0 4.280173357929705e-07
126.0 420.0 4.2834586237151894e-07
127.0 427.0 4.3225173947197447e-07
128.0 436.0 4.3515473772083055e-07
129.0 436.0 4.3803389150171206e-07
130.0 436.0 4.408894933917029e-07
131.0 437.0 4.450151243188243e-07
132.0 438.0 4.512556034818179e-07
133.0 445.0 4.5218117331393914e-07
134.0 445.0 4.530960976400691e-07
135.0 445.0 4.540005590701024e-07
136.0 446.0 4.542250620328776e-07
137.0 446.0 4.544489249823987e-07
138.0 447.0 4.5467215207781417e-07
139.0 447.0 4.547278595947675e-07
140.0 447.0 4.54783527493668e-07
141.0 447.0 4.54839155816764e-07
142.0 447.0 4.548947446062437e-07
143.0 454.0 4.5532120434583207e-07
144.0 454.0 4.5574606098175665e-07
145.0 454.0 4.5616932353639353e-07
146.0 454.0 4.565910009645408e-07
147.0 466.0 4.582281104121269e-07
148.0 474.0 4.5554074683777463e-07
149.0 474.0 4.528928453914199e-07
150.0 474.0 4.5028354319620334e-07
151.0 475.0 4.496371518754403e-07
152.0 475.0 4.489931076609501e-07
153.0 475.0 4.483513977920627e-07
154.0 475.0 4.477120096004428e-07
155.0 479.0 4.6452240105511305e-07
156.0 508.0 4.690571521483569e-07
157.0 521.0 4.705843507975678e-07
158.0 521.0 4.721001792297523e-07
159.0 522.0 4.724781224854536e-07
160.0 522.0 4.7285548985160805e-07
161.0 523.0 4.7323228340629326e-07
162.0 523.0 4.733263921713021e-07
163.0 523.0 4.734204651277683e-07
164.0 523.0 4.735145022961258e-07
165.0 524.0 4.7353800604636283e-07
166.0 524.0 4.735615075614337e-07
167.0 524.0 4.735850068416571e-07
168.0 524.0 4.736085038873519e-07
169.0 530.0 4.7435707695024e-07
170.0 530.0 4.7510349084472194e-07
171.0 530.0 4.7584775489913434e-07
172.0 531.0 4.760334864488948e-07
173.0 531.0 4.7621908435771416e-07
174.0 532.0 4.7640454913013924e-07
175.0 532.0 4.7645089448121453e-07
176.0 532.0 4.7649723149997403e-07
177.0 532.0 4.765435601886645e-07
178.0 532.0 4.7658988054953216e-07
179.0 534.0 4.904714980805736e-07
180.0 543.0 4.939954524383624e-07
181.0 543.0 4.974808968935818e-07
182.0 543.0 5.009284592722222e-07
183.0 544.0 5.017845044275696e-07
184.0 544.0 5.02638229872111e-07
185.0 544.0 5.034896450220153e-07
186.0 544.0 5.043387592425577e-07
187.0 561.0 5.034649043724689e-07
188.0 561.0 5.026022341539076e-07
189.0 562.0 5.023882904907034e-07
190.0 562.0 5.021750291990384e-07
191.0 562.0 5.019624470194833e-07
192.0 562.0 5.01750540713334e-07
193.0 562.0 5.013515410485286e-07
194.0 562.0 5.009549266159069e-07
195.0 562.0 5.005606760907227e-07
196.0 562.0 5.001687684016744e-07
197.0 573.0 4.998172814388495e-07
198.0 574.0 4.997297516465025e-07
199.0 575.0 4.996423584821696e-07
200.0 575.0 4.99620531380473e-07
201.0 575.0 4.99598712744669e-07
202.0 575.0 4.995769025698329e-07
203.0 575.0 4.995551008510442e-07
204.0 576.0 4.995333077775918e-07
205.0 576.0 4.995115231502817e-07
206.0 576.0 4.994897469642047e-07
207.0 576.0 4.994679792144557e-07
208.0 577.0 4.981318374792694e-07
209.0 589.0 4.981020827805534e-07
210.0 627.0 4.978197272165406e-07
211.0 636.0 4.976384645830424e-07
212.0 636.0 4.974864616544358e-07
213.0 636.0 4.973346955217949e-07
214.0 636.0 4.971831656322158e-07
215.0 637.0 4.971453202030993e-07
216.0 637.0 4.971074894960455e-07
217.0 637.0 4.970696735024656e-07
218.0 638.0 4.970602218507561e-07
219.0 638.0 4.970507711179634e-07
220.0 638.0 4.970413213039538e-07
221.0 638.0 4.970318724085932e-07
222.0 642.0 4.967896107240469e-07
223.0 642.0 4.965498582755829e-07
224.0 643.0 4.959886472059422e-07
225.0 654.0 4.939757715068072e-07
226.0 657.0 4.937052750579898e-07
227.0 657.0 4.934359215639664e-07
228.0 657.0 4.93167703795853e-07
229.0 657.0 4.929006145855992e-07
230.0 683.0 4.932364744627495e-07
231.0 694.0 4.93458841658506e-07
232.0 712.0 4.932654135711128e-07
233.0 712.0 4.930722517642916e-07
234.0 712.0 4.928793556885626e-07
235.0 713.0 4.92831173298141e-07
236.0 713.0 4.927830074730508e-07
237.0 713.0 4.927348582047504e-07
238.0 713.0 4.926867254847045e-07
239.0 722.0 4.939635682836531e-07
240.0 746.0 4.939927383442393e-07
241.0 746.0 4.94021883585742e-07
242.0 746.0 4.940510040398234e-07
243.0 747.0 4.940582803905256e-07
244.0 747.0 4.940655551944605e-07
245.0 747.0 4.940728284521213e-07
246.0 747.0 4.940801001640007e-07
247.0 756.0 4.940820067355499e-07
248.0 756.0 4.940839121854635e-07
249.0 756.0 4.940858165147311e-07
250.0 757.0 4.940862924957204e-07
251.0 757.0 4.940867684067357e-07
252.0 757.0 4.940872442477926e-07
253.0 757.0 4.940877200189062e-07
254.0 782.0 4.951338401526663e-07
255.0 782.0 4.961711449018783e-07
256.0 794.0 5.017194074122787e-07
257.0 798.0 5.052401391719856e-07
258.0 798.0 5.069612815806988e-07
259.0 803.0 5.088679495293269e-07
260.0 808.0 5.134098038197298e-07
261.0 809.0 5.13625735310695e-07
262.0 809.0 5.138414162824862e-07
263.0 809.0 5.140568471708211e-07
264.0 809.0 5.142720284104077e-07
265.0 810.0 5.156865543949882e-07
266.0 810.0 5.170925908520178e-07
267.0 827.0 5.265915875668469e-07
268.0 827.0 5.303256375465558e-07
269.0 829.0 5.313383717403635e-07
270.0 829.0 5.32346511958337e-07
271.0 829.0 5.333500893886029e-07
272.0 829.0 5.343491349376135e-07
273.0 830.0 5.357971416122883e-07
274.0 830.0 5.372328528241414e-07
275.0 830.0 5.38656424535086e-07
276.0 830.0 5.400680100633082e-07
277.0 831.0 5.465856863349884e-07
278.0 847.0 5.563165752867026e-07
279.0 847.0 5.57867035718446e-07
280.0 854.0 5.585163099289067e-07
281.0 854.0 5.591632821879997e-07
282.0 854.0 5.598079647161468e-07
283.0 854.0 5.604503696474227e-07
284.0 857.0 5.622951512479382e-07
285.0 857.0 5.641232047524908e-07
286.0 857.0 5.659347566644815e-07
287.0 857.0 5.677300294164535e-07
288.0 859.0 5.694145963564882e-07
289.0 864.0 5.718102419747754e-07
290.0 864.0 5.741817113503338e-07
291.0 864.0 5.765293686164785e-07
292.0 865.0 5.771126055234667e-07
293.0 865.0 5.776943820146463e-07
294.0 865.0 5.782747035684448e-07
295.0 865.0 5.788535756359226e-07
296.0 865.0 5.771906509801792e-07
297.0 865.0 5.755417223749314e-07
298.0 866.0 5.739066180403448e-07
299.0 866.0 5.73499981000982e-07
300.0 866.0 5.730941942116489e-07
301.0 866.0 5.726892550084094e-07
302.0 866.0 5.722851607384438e-07
303.0 870.0 5.675219867047654e-07
304.0 874.0 5.65193132031008e-07
305.0 874.0 5.628845806492424e-07
306.0 874.0 5.605960682012646e-07
307.0 874.0 5.583273348984652e-07
308.0 881.0 5.580541742103917e-07
309.0 883.0 5.548872895336027e-07
310.0 897.0 5.547806473762182e-07
311.0 897.0 5.546743723719747e-07
312.0 897.0 5.545684626280497e-07
313.0 897.0 5.544629162646094e-07
314.0 915.0 5.561918295502019e-07
315.0 916.0 5.640066769373703e-07
316.0 926.0 5.685868122116243e-07
317.0 932.0 5.65044017894291e-07
318.0 936.0 5.656493196695297e-07
319.0 936.0 5.662513448284251e-07
320.0 936.0 5.668501199046047e-07
321.0 937.0 5.669993096060917e-07
322.0 937.0 5.671482982257259e-07
323.0 938.0 5.672970868445751e-07
324.0 938.0 5.673342526910889e-07
325.0 938.0 5.673714060269698e-07
326.0 938.0 5.674085468585338e-07
327.0 938.0 5.674456751920925e-07
328.0 943.0 5.68009072572295e-07
329.0 947.0 5.689908989388488e-07
330.0 947.0 5.742794978260407e-07
331.0 956.0 5.756416775635437e-07
332.0 976.0 5.775703007023548e-07
333.0 986.0 5.795231540104804e-07
334.0 991.0 5.800265685751473e-07
335.0 991.0 5.805276478177234e-07
336.0 991.0 5.810264079508169e-07
337.0 991.0 5.81522865037311e-07
338.0 1000.0 5.793290113225369e-07
339.0 1000.0 5.771529442279847e-07
340.0 1000.0 5.749944483340989e-07
341.0 1000.0 5.728533116799759e-07
