#Transition #Interation #MFPT(s)
223.0 926.0 1.0438269332420854e-06
224.0 926.0 1.0498067789706995e-06
225.0 927.0 1.0512904179047414e-06
226.0 927.0 1.0527695683383306e-06
227.0 927.0 1.0542442506095088e-06
228.0 927.0 1.0557144849336306e-06
229.0 930.0 1.056114505065876e-06
230.0 930.0 1.0565142187695382e-06
231.0 930.0 1.0569136263965837e-06
232.0 930.0 1.0573127282984404e-06
233.0 935.0 1.0613465042423292e-06
234.0 943.0 1.0850177437722335e-06
235.0 950.0 1.0838346449158476e-06
236.0 950.0 1.0826543036083405e-06
237.0 950.0 1.0814767102200549e-06
238.0 950.0 1.080301855166118e-06
239.0 954.0 1.0890771045762762e-06
240.0 954.0 1.0977162138107968e-06
241.0 954.0 1.106222326839152e-06
242.0 958.0 1.105245184902966e-06
243.0 958.0 1.1042700465817557e-06
244.0 958.0 1.1032969057192586e-06
245.0 958.0 1.1023257561844076e-06
246.0 969.0 1.0928758138285642e-06
247.0 969.0 1.0836156335914947e-06
248.0 969.0 1.0745395564379046e-06
249.0 970.0 1.0722986639438262e-06
250.0 970.0 1.0700688542480854e-06
251.0 970.0 1.0678500453350804e-06
252.0 971.0 1.0672970530624743e-06
253.0 971.0 1.0667447419975559e-06
254.0 971.0 1.0661931108823738e-06
255.0 972.0 1.0660553093527746e-06
256.0 972.0 1.0659175502219662e-06
257.0 973.0 1.0657798336245073e-06
258.0 973.0 1.0657454110945976e-06
259.0 974.0 1.0656765740530395e-06
260.0 974.0 1.065667970167239e-06
261.0 974.0 1.0656593664468436e-06
262.0 975.0 1.065633556306934e-06
263.0 975.0 1.0656314055291314e-06
264.0 975.0 1.0656292547616654e-06
265.0 975.0 1.0656271040045357e-06
266.0 975.0 1.0656249532577426e-06
267.0 979.0 1.055746830631935e-06
268.0 980.0 1.059169747120807e-06
269.0 980.0 1.0625703866604663e-06
270.0 980.0 1.0659489660190502e-06
271.0 981.0 1.066790189902203e-06
272.0 981.0 1.0676300517250964e-06
273.0 981.0 1.0684685547931067e-06
274.0 981.0 1.0693057024009232e-06
275.0 990.0 1.0687458355395434e-06
276.0 991.0 1.0686061530188653e-06
277.0 991.0 1.0684665228496235e-06
278.0 991.0 1.0683269450023925e-06
279.0 991.0 1.0681874194477687e-06
280.0 994.0 1.0670380666068723e-06
